Customer Email;Order Date;Total (DKK)
User113@Shop.com;02/07/2025;25.41
User329@Shop.com;14/09/2025;35.91
user206@shop.com;08/10/2025;45.32
user282@shop.com;30/01/2024;34.5
User251@Shop.com;12/03/2024;59.67
user192@shop.com;19/09/2024;55.83
User214@Shop.com;27/09/2024;7.99
User397@Shop.com;05/10/2024;29.81
User158@Shop.com;13/10/2024;44.32
user378@shop.com;20/11/2024;45.0
user316@shop.com;21/01/2025;48.47
User73@Shop.com;27/02/2025;63.17
;31/05/2025;30.58
User153@Shop.com;09/06/2025;13.15
user72@shop.com;06/08/2025;51.82
user101@shop.com;26/08/2025;41.79
user55@shop.com;30/08/2025;144.71
user136@shop.com;29/11/2025;16.55
user46@shop.com;10/12/2025;62.01
user218@shop.com;01/01/2024;18.88
User391@Shop.com;14/01/2024;198.13
User385@Shop.com;20/01/2024;16.46
user376@shop.com;15/02/2024;24.55
user98@shop.com;01/03/2024;-51.89
user93@shop.com;16/03/2024;47.09
User271@Shop.com;27/03/2024;56.42
user387@shop.com;07/06/2024;16.66
User330@Shop.com;15/06/2024;55.57
user83@shop.com;29/07/2024;184.57
user294@shop.com;09/08/2024;21.61
user203@shop.com;12/09/2024;26.81
User177@Shop.com;09/10/2024;38.73
user199@shop.com;02/01/2025;104.46
User218@Shop.com;22/03/2025;87.58
user366@shop.com;16/04/2025;10.5
user317@shop.com;15/05/2025;27.08
user17@shop.com;27/05/2025;43.48
User305@Shop.com;28/06/2025;13.05
User126@Shop.com;19/07/2025;-13.42
user135@shop.com;24/07/2025;191.41
user240@shop.com;23/08/2025;31.02
user393@shop.com;07/01/2024;106.29
User27@Shop.com;14/02/2024;109.25
user206@shop.com;08/03/2024;37.77
User95@Shop.com;09/05/2024;63.48
User365@Shop.com;06/07/2024;27.44
user186@shop.com;01/09/2024;27.41
user342@shop.com;22/10/2024;132.68
User352@Shop.com;12/11/2024;105.37
user40@shop.com;06/01/2025;18.2
User304@Shop.com;07/05/2025;84.46
user316@shop.com;27/07/2025;22.3
user331@shop.com;31/08/2025;22.48
User395@Shop.com;12/09/2025;-22.64
user304@shop.com;30/10/2025;54.17
User333@Shop.com;17/11/2025;91.11
User283@Shop.com;10/12/2025;21.39
user118@shop.com;02/02/2024;111.61
user340@shop.com;22/02/2024;74.62
User280@Shop.com;10/05/2024;27.27
User272@Shop.com;15/06/2024;52.28
user389@shop.com;30/06/2024;6.0
User294@Shop.com;13/07/2024;47.28
user136@shop.com;17/09/2024;29.3
user121@shop.com;23/09/2024;11.9
user131@shop.com;30/10/2024;72.37
user67@shop.com;05/03/2025;30.67
User33@Shop.com;19/05/2025;25.72
User302@Shop.com;28/06/2025;40.07
user313@shop.com;21/07/2025;14.99
user67@shop.com;23/07/2025;18.79
User158@Shop.com;14/08/2025;48.89
user367@shop.com;08/09/2025;110.38
user335@shop.com;04/11/2025;84.25
User239@Shop.com;21/11/2025;41.69
User388@Shop.com;17/01/2024;57.48
User132@Shop.com;31/01/2024;37.97
User337@Shop.com;06/02/2024;44.51
user374@shop.com;24/03/2024;16.38
user237@shop.com;03/04/2024;38.18
user62@shop.com;10/06/2024;94.43
User118@Shop.com;05/07/2024;90.45
user206@shop.com;28/07/2024;38.32
user112@shop.com;02/08/2024;74.04
user37@shop.com;26/09/2024;34.01
user69@shop.com;28/09/2024;62.22
user386@shop.com;10/10/2024;11.55
user153@shop.com;14/01/2025;89.32
user230@shop.com;02/02/2025;48.47
user176@shop.com;09/02/2025;2.77
user321@shop.com;08/03/2025;22.67
user41@shop.com;11/05/2025;122.9
User113@Shop.com;01/06/2025;58.62
User234@Shop.com;15/06/2025;43.18
User320@Shop.com;19/06/2025;103.19
user185@shop.com;30/06/2025;54.58
User281@Shop.com;22/07/2025;38.86
user320@shop.com;05/08/2025;33.77
;19/08/2025;58.16
User327@Shop.com;17/10/2025;15.49
user380@shop.com;02/02/2024;61.49
user88@shop.com;10/08/2024;107.61
User173@Shop.com;16/09/2024;185.41
user91@shop.com;09/10/2024;14.7
user166@shop.com;14/11/2024;76.59
user1@shop.com;14/01/2025;35.16
user277@shop.com;25/01/2025;47.51
User95@Shop.com;02/02/2025;91.32
User334@Shop.com;10/03/2025;38.04
User287@Shop.com;06/04/2025;103.68
user134@shop.com;15/04/2025;16.47
user182@shop.com;26/06/2025;60.13
user268@shop.com;12/09/2025;7.79
user167@shop.com;23/10/2025;12.91
user84@shop.com;23/11/2025;40.53
;10/12/2025;48.03
User221@Shop.com;29/01/2024;38.14
user213@shop.com;06/02/2024;87.28
User307@Shop.com;18/03/2024;58.43
user52@shop.com;10/04/2024;20.8
User27@Shop.com;20/05/2024;44.43
User294@Shop.com;26/07/2024;29.41
User291@Shop.com;01/08/2024;84.12
User319@Shop.com;15/08/2024;63.94
User7@Shop.com;20/09/2024;13.34
user262@shop.com;13/11/2024;65.03
user383@shop.com;07/12/2024;87.72
User305@Shop.com;16/12/2024;32.89
user187@shop.com;14/02/2025;65.56
User190@Shop.com;10/04/2025;18.07
user164@shop.com;18/05/2025;93.18
user22@shop.com;02/06/2025;23.9
user288@shop.com;20/06/2025;40.01
user215@shop.com;04/07/2025;97.98
user209@shop.com;10/07/2025;21.54
user373@shop.com;14/08/2025;52.83
User292@Shop.com;17/08/2025;76.97
user383@shop.com;14/12/2025;45.64
user34@shop.com;08/02/2024;16.75
User380@Shop.com;15/02/2024;61.22
user225@shop.com;18/04/2024;127.34
user161@shop.com;14/09/2024;103.22
user223@shop.com;08/11/2024;36.59
User15@Shop.com;12/12/2024;89.8
user372@shop.com;01/02/2025;38.42
user252@shop.com;11/03/2025;37.45
User16@Shop.com;23/03/2025;49.41
user365@shop.com;08/04/2025;63.74
user181@shop.com;04/06/2025;8.76
user48@shop.com;12/07/2025;19.12
User252@Shop.com;23/08/2025;34.46
user28@shop.com;16/11/2025;15.2
user220@shop.com;29/11/2025;37.15
user304@shop.com;10/01/2024;43.9
User30@Shop.com;03/04/2024;51.77
;07/05/2024;77.04
user237@shop.com;01/09/2024;37.28
user130@shop.com;21/09/2024;15.8
User89@Shop.com;24/09/2024;12.86
User5@Shop.com;21/10/2024;25.24
user79@shop.com;07/01/2025;15.21
User114@Shop.com;30/03/2025;46.15
;03/07/2025;21.11
user205@shop.com;08/08/2025;30.66
User79@Shop.com;24/08/2025;38.15
user297@shop.com;28/08/2025;99.01
User182@Shop.com;30/01/2024;52.78
user334@shop.com;25/02/2024;61.64
user300@shop.com;05/03/2024;45.09
user373@shop.com;24/03/2024;40.01
User283@Shop.com;14/04/2024;64.95
User44@Shop.com;19/04/2024;107.89
user221@shop.com;23/12/2024;76.08
user170@shop.com;04/01/2025;44.99
user323@shop.com;20/05/2025;66.23
user62@shop.com;17/06/2025;127.93
User186@Shop.com;18/06/2025;106.68
User330@Shop.com;26/06/2025;12.33
user248@shop.com;16/10/2025;156.53
user16@shop.com;12/11/2025;36.78
User327@Shop.com;08/12/2025;40.65
user147@shop.com;04/02/2024;9.03
User271@Shop.com;26/02/2024;76.35
User261@Shop.com;18/04/2024;6.35
user257@shop.com;18/05/2024;54.7
User167@Shop.com;08/06/2024;82.48
user163@shop.com;18/08/2024;91.55
user41@shop.com;17/10/2024;23.48
user223@shop.com;07/12/2024;32.25
user117@shop.com;30/01/2025;38.37
user159@shop.com;25/03/2025;35.94
user67@shop.com;11/04/2025;19.07
User297@Shop.com;21/04/2025;56.93
user369@shop.com;14/06/2025;41.74
user152@shop.com;24/06/2025;116.53
User170@Shop.com;03/07/2025;49.91
User187@Shop.com;10/09/2025;32.03
User29@Shop.com;19/10/2025;15.28
User302@Shop.com;06/12/2025;5.79
user352@shop.com;18/12/2025;27.61
;20/02/2024;28.36
User25@Shop.com;31/05/2024;17.04
user135@shop.com;06/06/2024;27.39
user63@shop.com;25/07/2024;57.02
user330@shop.com;17/08/2024;25.31
user320@shop.com;21/08/2024;32.26
user153@shop.com;02/11/2024;11.86
User151@Shop.com;30/11/2024;129.63
user338@shop.com;09/02/2025;47.84
user36@shop.com;11/02/2025;21.46
User314@Shop.com;18/03/2025;67.96
user384@shop.com;25/05/2025;46.23
User179@Shop.com;21/07/2025;32.17
User301@Shop.com;05/08/2025;55.8
user285@shop.com;28/01/2024;83.13
user358@shop.com;05/03/2024;-51.39
User14@Shop.com;28/03/2024;95.96
user282@shop.com;28/03/2024;-40.68
user156@shop.com;03/06/2024;32.31
user343@shop.com;17/06/2024;119.52
user344@shop.com;23/11/2024;36.96
user115@shop.com;29/01/2025;70.82
user232@shop.com;03/02/2025;38.14
user197@shop.com;12/03/2025;18.97
User223@Shop.com;28/03/2025;24.83
User332@Shop.com;03/04/2025;23.8
user266@shop.com;15/08/2025;110.55
User302@Shop.com;30/09/2025;14.2
user271@shop.com;02/10/2025;33.81
User100@Shop.com;06/11/2025;37.48
User233@Shop.com;01/12/2025;16.49
User152@Shop.com;11/12/2025;47.53
user168@shop.com;07/01/2024;40.76
User45@Shop.com;10/01/2024;18.75
user74@shop.com;27/01/2024;14.66
user138@shop.com;04/03/2024;53.72
user117@shop.com;11/04/2024;6.9
user254@shop.com;08/06/2024;188.2
User117@Shop.com;23/06/2024;87.95
user99@shop.com;22/10/2024;10.5
user172@shop.com;24/10/2024;19.09
User227@Shop.com;25/01/2025;9.62
user399@shop.com;22/03/2025;2.23
User204@Shop.com;31/05/2025;98.8
user141@shop.com;03/08/2025;31.45
User129@Shop.com;27/09/2025;29.43
User179@Shop.com;13/11/2025;40.05
user370@shop.com;30/11/2025;22.2
user149@shop.com;29/02/2024;64.69
user99@shop.com;02/03/2024;20.71
user232@shop.com;06/03/2024;31.31
user309@shop.com;06/03/2024;27.9
User379@Shop.com;23/03/2024;21.85
user113@shop.com;31/05/2024;44.68
User355@Shop.com;08/09/2024;51.79
User342@Shop.com;17/10/2024;8.8
user151@shop.com;12/11/2024;-120.98
user134@shop.com;23/11/2024;92.4
User107@Shop.com;26/11/2024;9.75
user127@shop.com;09/12/2024;102.29
user353@shop.com;14/12/2024;20.94
user125@shop.com;15/02/2025;34.09
user198@shop.com;04/04/2025;55.2
user373@shop.com;19/04/2025;32.63
;09/05/2025;73.67
user53@shop.com;24/05/2025;40.3
User30@Shop.com;15/06/2025;15.95
User90@Shop.com;16/06/2025;9.38
user346@shop.com;20/07/2025;14.58
user91@shop.com;26/08/2025;64.84
user125@shop.com;29/08/2025;84.66
user216@shop.com;13/10/2025;69.36
User198@Shop.com;13/11/2025;79.74
user31@shop.com;28/11/2025;171.38
User80@Shop.com;19/03/2024;63.89
user397@shop.com;21/03/2024;86.74
User168@Shop.com;21/04/2024;8.76
User111@Shop.com;25/06/2024;28.29
User331@Shop.com;08/10/2024;104.07
User186@Shop.com;18/11/2024;15.86
user331@shop.com;09/12/2024;33.74
User64@Shop.com;18/12/2024;2.07
user189@shop.com;23/12/2024;94.51
User324@Shop.com;27/02/2025;93.06
User307@Shop.com;23/03/2025;90.22
user271@shop.com;06/05/2025;29.47
user183@shop.com;25/06/2025;36.38
user329@shop.com;28/06/2025;41.37
user149@shop.com;30/08/2025;34.69
user264@shop.com;04/09/2025;-16.15
user218@shop.com;10/10/2025;29.41
user121@shop.com;18/01/2024;58.04
User81@Shop.com;29/01/2024;157.56
User213@Shop.com;09/02/2024;21.68
User127@Shop.com;31/03/2024;14.9
user207@shop.com;17/04/2024;92.52
;27/04/2024;58.55
User321@Shop.com;03/05/2024;10.73
user308@shop.com;04/07/2024;57.52
User204@Shop.com;12/08/2024;17.12
user23@shop.com;26/10/2024;15.92
user73@shop.com;12/12/2024;27.78
user293@shop.com;09/01/2025;118.04
user238@shop.com;03/02/2025;61.36
user327@shop.com;02/03/2025;37.33
user196@shop.com;13/03/2025;21.64
User178@Shop.com;15/03/2025;4.43
user98@shop.com;24/03/2025;5.43
user25@shop.com;31/03/2025;12.18
user58@shop.com;14/08/2025;22.09
user273@shop.com;24/10/2025;84.22
user232@shop.com;20/12/2025;18.18
user99@shop.com;06/01/2024;18.28
User145@Shop.com;06/02/2024;31.2
user257@shop.com;06/02/2024;91.99
user153@shop.com;18/02/2024;37.78
;16/04/2024;21.96
user108@shop.com;08/05/2024;10.66
User255@Shop.com;12/05/2024;-7.0
User356@Shop.com;13/07/2024;7.88
user103@shop.com;22/07/2024;79.79
user117@shop.com;23/07/2024;63.96
User191@Shop.com;14/09/2024;87.1
user76@shop.com;08/10/2024;30.78
User210@Shop.com;25/10/2024;91.83
User354@Shop.com;20/11/2024;67.36
User252@Shop.com;18/12/2024;25.49
user66@shop.com;29/12/2024;74.94
User82@Shop.com;08/01/2025;117.39
user31@shop.com;13/02/2025;4.77
user384@shop.com;28/02/2025;32.86
user139@shop.com;28/02/2025;89.3
user116@shop.com;21/06/2025;51.29
User343@Shop.com;22/08/2025;79.8
User123@Shop.com;23/10/2025;39.74
user93@shop.com;14/11/2025;50.77
;04/01/2024;47.83
user159@shop.com;11/01/2024;60.92
user27@shop.com;23/01/2024;23.1
user256@shop.com;26/01/2024;45.5
user169@shop.com;10/07/2024;9.18
user388@shop.com;15/07/2024;61.57
User308@Shop.com;30/08/2024;27.36
User154@Shop.com;20/09/2024;113.81
User284@Shop.com;15/10/2024;110.07
user322@shop.com;11/12/2024;17.65
;16/12/2024;39.53
;06/02/2025;18.59
user55@shop.com;23/02/2025;16.76
user19@shop.com;09/03/2025;63.67
User129@Shop.com;13/05/2025;61.34
user317@shop.com;16/05/2025;80.68
user307@shop.com;04/07/2025;20.58
User151@Shop.com;09/07/2025;36.74
user195@shop.com;06/09/2025;68.13
user307@shop.com;25/09/2025;59.91
user369@shop.com;12/11/2025;10.56
User113@Shop.com;20/01/2024;15.31
user262@shop.com;24/02/2024;58.1
user237@shop.com;23/03/2024;102.94
User248@Shop.com;11/05/2024;20.55
user321@shop.com;22/06/2024;24.47
User307@Shop.com;17/08/2024;14.32
user158@shop.com;20/09/2024;-52.42
User300@Shop.com;02/11/2024;10.01
User22@Shop.com;13/11/2024;24.44
User138@Shop.com;19/12/2024;20.47
user87@shop.com;04/01/2025;60.68
user103@shop.com;07/01/2025;11.27
User360@Shop.com;03/03/2025;51.62
User175@Shop.com;27/03/2025;26.49
user30@shop.com;01/05/2025;18.04
user196@shop.com;18/05/2025;25.36
user28@shop.com;09/06/2025;32.36
User57@Shop.com;12/06/2025;115.08
;02/08/2025;22.59
user177@shop.com;07/08/2025;81.22
user93@shop.com;24/09/2025;29.76
User256@Shop.com;28/09/2025;16.93
user199@shop.com;23/10/2025;37.84
User55@Shop.com;18/01/2024;17.45
User329@Shop.com;20/04/2024;192.92
user56@shop.com;28/05/2024;2.66
User144@Shop.com;01/06/2024;25.59
user70@shop.com;13/06/2024;58.43
user377@shop.com;18/06/2024;15.88
user114@shop.com;06/12/2024;34.84
user346@shop.com;28/03/2025;5.68
user384@shop.com;25/05/2025;11.24
user88@shop.com;02/07/2025;49.56
user11@shop.com;24/08/2025;49.71
User6@Shop.com;19/09/2025;36.52
user74@shop.com;13/01/2024;23.52
user160@shop.com;11/03/2024;17.04
User66@Shop.com;17/03/2024;97.83
user382@shop.com;05/10/2024;12.18
user190@shop.com;24/10/2024;3.06
user339@shop.com;12/11/2024;27.06
User7@Shop.com;17/12/2024;64.89
user53@shop.com;12/01/2025;34.62
User183@Shop.com;09/02/2025;7.72
User65@Shop.com;13/03/2025;96.43
user66@shop.com;17/03/2025;23.09
User10@Shop.com;27/05/2025;16.37
user108@shop.com;22/06/2025;31.35
user305@shop.com;28/06/2025;41.08
User317@Shop.com;08/07/2025;69.45
user204@shop.com;17/07/2025;22.67
user74@shop.com;18/07/2025;35.46
user180@shop.com;04/08/2025;42.81
User247@Shop.com;31/08/2025;134.25
User59@Shop.com;19/10/2025;30.44
user163@shop.com;15/12/2025;60.48
;12/11/2024;17.77
user167@shop.com;28/11/2024;62.29
user188@shop.com;04/01/2025;97.77
user326@shop.com;23/01/2025;71.97
User268@Shop.com;31/01/2025;31.56
user65@shop.com;25/02/2025;48.16
user244@shop.com;02/03/2025;31.1
User369@Shop.com;02/03/2025;20.93
user85@shop.com;20/03/2025;67.05
User357@Shop.com;22/10/2025;106.74
User234@Shop.com;27/10/2025;36.09
User267@Shop.com;24/11/2025;28.54
user133@shop.com;06/02/2024;68.06
User20@Shop.com;20/08/2024;15.5
user11@shop.com;17/10/2024;59.1
user265@shop.com;29/10/2024;33.74
User393@Shop.com;11/11/2024;46.08
user240@shop.com;16/12/2024;167.03
user143@shop.com;22/12/2024;139.65
User309@Shop.com;03/02/2025;21.89
user378@shop.com;12/02/2025;21.2
user86@shop.com;17/06/2025;63.12
User42@Shop.com;14/08/2025;21.22
user381@shop.com;22/11/2025;53.19
user19@shop.com;24/11/2025;41.89
User354@Shop.com;10/01/2024;73.65
user58@shop.com;03/02/2024;23.38
user46@shop.com;07/04/2024;25.69
User111@Shop.com;08/07/2024;69.63
user126@shop.com;14/08/2024;79.24
User132@Shop.com;10/09/2024;18.66
User13@Shop.com;06/11/2024;6.15
User341@Shop.com;04/01/2025;42.5
user332@shop.com;22/01/2025;40.58
user272@shop.com;02/03/2025;14.82
User366@Shop.com;01/05/2025;26.92
User375@Shop.com;27/05/2025;100.29
user395@shop.com;08/06/2025;94.69
user150@shop.com;14/07/2025;134.02
user245@shop.com;23/09/2025;18.81
user305@shop.com;11/10/2025;36.75
user266@shop.com;08/01/2024;11.82
user316@shop.com;13/01/2024;68.58
;22/03/2024;29.52
user155@shop.com;24/04/2024;24.16
user228@shop.com;25/04/2024;63.9
user80@shop.com;28/05/2024;69.07
user381@shop.com;11/06/2024;84.77
user358@shop.com;29/06/2024;6.33
User243@Shop.com;17/07/2024;70.97
user307@shop.com;17/10/2024;107.62
user134@shop.com;28/11/2024;67.63
User153@Shop.com;15/12/2024;41.06
User205@Shop.com;04/01/2025;16.66
User106@Shop.com;12/02/2025;48.65
User8@Shop.com;07/05/2025;23.95
user158@shop.com;10/05/2025;18.95
;28/05/2025;13.39
user104@shop.com;09/08/2025;7.5
User277@Shop.com;22/08/2025;66.35
User239@Shop.com;24/08/2025;28.88
user168@shop.com;22/09/2025;10.35
User290@Shop.com;02/12/2025;37.18
User340@Shop.com;12/02/2024;29.16
User380@Shop.com;10/04/2024;42.25
user302@shop.com;17/05/2024;3.57
user37@shop.com;26/06/2024;26.41
user135@shop.com;26/07/2024;58.1
User211@Shop.com;23/09/2024;31.97
User31@Shop.com;29/10/2024;70.54
User167@Shop.com;10/03/2025;10.15
User53@Shop.com;18/03/2025;38.25
;23/03/2025;42.66
user74@shop.com;22/04/2025;83.8
User109@Shop.com;29/04/2025;158.32
user122@shop.com;25/07/2025;16.24
User389@Shop.com;15/09/2025;86.45
user179@shop.com;21/09/2025;108.29
User222@Shop.com;25/10/2025;43.58
User371@Shop.com;18/12/2025;41.39
user6@shop.com;19/12/2025;-41.81
User112@Shop.com;21/02/2024;27.67
User170@Shop.com;07/04/2024;23.34
user359@shop.com;18/04/2024;40.97
user289@shop.com;22/04/2024;5.48
user272@shop.com;27/05/2024;125.58
User151@Shop.com;17/07/2024;37.39
User341@Shop.com;05/10/2024;14.23
User75@Shop.com;18/10/2024;42.81
user161@shop.com;11/12/2024;24.35
user143@shop.com;28/12/2024;111.36
user2@shop.com;16/01/2025;39.71
user37@shop.com;06/04/2025;77.6
user314@shop.com;23/04/2025;111.18
user377@shop.com;06/05/2025;25.35
user98@shop.com;14/07/2025;116.54
user31@shop.com;19/08/2025;18.36
User57@Shop.com;25/08/2025;32.24
User24@Shop.com;02/10/2025;43.55
user319@shop.com;11/10/2025;77.4
User20@Shop.com;04/01/2024;26.78
User274@Shop.com;21/01/2024;56.29
User317@Shop.com;22/01/2024;58.43
User85@Shop.com;15/05/2024;53.46
user92@shop.com;25/08/2024;90.22
User107@Shop.com;04/09/2024;19.23
user303@shop.com;17/09/2024;29.13
user375@shop.com;06/11/2024;50.37
user302@shop.com;04/03/2025;62.24
user108@shop.com;09/03/2025;39.27
User286@Shop.com;16/03/2025;32.43
user281@shop.com;30/04/2025;-6.53
User169@Shop.com;04/05/2025;26.2
User52@Shop.com;05/01/2024;21.28
User126@Shop.com;02/05/2024;78.61
user326@shop.com;07/05/2024;-60.45
user206@shop.com;16/06/2024;65.58
user47@shop.com;21/07/2024;178.48
User365@Shop.com;17/09/2024;123.61
user206@shop.com;18/05/2025;59.6
user140@shop.com;26/07/2025;28.09
user15@shop.com;03/09/2025;9.93
user229@shop.com;09/12/2025;84.36
user220@shop.com;15/12/2025;58.12
user61@shop.com;07/01/2024;35.98
User338@Shop.com;15/03/2024;96.68
user202@shop.com;27/03/2024;54.75
User34@Shop.com;29/03/2024;45.95
User78@Shop.com;02/04/2024;58.41
user110@shop.com;29/04/2024;6.69
User300@Shop.com;01/05/2024;168.8
user306@shop.com;17/08/2024;96.73
user328@shop.com;29/10/2024;29.47
User243@Shop.com;17/11/2024;37.06
User363@Shop.com;27/11/2024;52.45
user125@shop.com;29/01/2025;56.11
User233@Shop.com;04/02/2025;40.01
user251@shop.com;14/05/2025;138.27
user147@shop.com;20/06/2025;28.82
user182@shop.com;11/09/2025;20.33
user282@shop.com;04/10/2025;66.08
;08/10/2025;85.14
user368@shop.com;05/12/2025;141.24
user117@shop.com;13/01/2024;125.31
User287@Shop.com;28/01/2024;19.48
User303@Shop.com;30/01/2024;72.12
user374@shop.com;31/01/2024;109.76
user254@shop.com;22/02/2024;77.89
User81@Shop.com;02/04/2024;28.59
user296@shop.com;01/05/2024;76.71
user69@shop.com;26/05/2024;59.18
User151@Shop.com;13/07/2024;80.42
user196@shop.com;28/07/2024;36.76
User290@Shop.com;15/08/2024;98.96
User67@Shop.com;24/08/2024;102.93
user279@shop.com;01/12/2024;56.85
user58@shop.com;18/12/2024;54.11
user155@shop.com;03/05/2025;47.54
user49@shop.com;04/06/2025;20.33
User11@Shop.com;16/06/2025;40.52
user130@shop.com;24/10/2025;54.74
user385@shop.com;25/10/2025;81.46
User224@Shop.com;15/12/2025;77.98
User285@Shop.com;16/12/2025;63.11
user92@shop.com;01/03/2024;26.9
user82@shop.com;26/05/2024;70.97
user362@shop.com;28/05/2024;59.46
User292@Shop.com;09/06/2024;10.52
user196@shop.com;21/06/2024;14.39
user112@shop.com;20/07/2024;3.36
User344@Shop.com;06/10/2024;146.71
user188@shop.com;17/11/2024;22.56
User22@Shop.com;04/12/2024;83.41
user344@shop.com;08/12/2024;25.88
user167@shop.com;15/12/2024;75.28
;09/01/2025;34.78
User153@Shop.com;17/01/2025;25.55
user115@shop.com;15/02/2025;26.71
user240@shop.com;16/04/2025;47.08
user122@shop.com;05/05/2025;57.9
user204@shop.com;14/05/2025;12.34
user31@shop.com;08/07/2025;49.06
user333@shop.com;14/08/2025;19.99
User88@Shop.com;16/09/2025;27.83
user242@shop.com;22/09/2025;22.17
user109@shop.com;26/11/2025;50.72
user74@shop.com;13/12/2025;169.32
;13/02/2024;57.87
User282@Shop.com;09/04/2024;40.24
user26@shop.com;15/05/2024;109.92
User318@Shop.com;12/06/2024;22.05
user186@shop.com;30/06/2024;4.53
User182@Shop.com;15/07/2024;39.13
User86@Shop.com;20/08/2024;10.96
user143@shop.com;14/10/2024;-18.56
User295@Shop.com;05/11/2024;67.71
User356@Shop.com;15/11/2024;23.2
user369@shop.com;19/11/2024;27.59
User248@Shop.com;30/11/2024;45.09
user109@shop.com;01/02/2025;17.99
user31@shop.com;17/02/2025;60.57
User229@Shop.com;20/02/2025;-53.48
User221@Shop.com;26/04/2025;41.01
user203@shop.com;25/06/2025;21.68
user210@shop.com;09/09/2025;21.52
user30@shop.com;08/12/2025;36.56
User157@Shop.com;11/02/2024;89.26
user50@shop.com;29/02/2024;115.42
User342@Shop.com;09/04/2024;14.47
User354@Shop.com;11/07/2024;11.68
User329@Shop.com;10/09/2024;54.4
user190@shop.com;21/11/2024;3.8
User320@Shop.com;20/12/2024;12.11
User322@Shop.com;08/01/2025;13.6
user139@shop.com;15/01/2025;59.99
user27@shop.com;01/02/2025;51.01
user337@shop.com;27/02/2025;69.56
User238@Shop.com;20/04/2025;62.83
user179@shop.com;29/08/2025;-47.75
User346@Shop.com;03/10/2025;35.64
user380@shop.com;15/10/2025;94.74
User346@Shop.com;05/11/2025;21.7
User5@Shop.com;04/12/2025;93.24
User3@Shop.com;16/12/2025;68.18
User196@Shop.com;27/04/2024;10.51
user209@shop.com;04/05/2024;14.83
User94@Shop.com;07/07/2024;73.63
user148@shop.com;16/07/2024;16.87
user226@shop.com;05/09/2024;80.2
User304@Shop.com;03/11/2024;158.71
User303@Shop.com;24/11/2024;16.42
User30@Shop.com;18/01/2025;11.74
user153@shop.com;09/02/2025;47.48
User106@Shop.com;03/05/2025;20.32
User116@Shop.com;16/05/2025;18.27
user325@shop.com;25/05/2025;66.1
user172@shop.com;19/06/2025;89.42
User188@Shop.com;02/07/2025;54.22
user391@shop.com;03/08/2025;13.11
User181@Shop.com;07/08/2025;6.74
User300@Shop.com;04/09/2025;28.1
User387@Shop.com;10/09/2025;28.79
User390@Shop.com;08/11/2025;38.35
User128@Shop.com;16/11/2025;59.84
User162@Shop.com;16/03/2024;9.66
user17@shop.com;08/05/2024;89.58
user299@shop.com;15/05/2024;28.26
User157@Shop.com;16/05/2024;76.01
User6@Shop.com;21/05/2024;93.76
User62@Shop.com;25/05/2024;31.54
user71@shop.com;09/06/2024;51.45
user33@shop.com;20/09/2024;80.24
user29@shop.com;22/09/2024;30.73
User227@Shop.com;29/09/2024;6.21
User94@Shop.com;06/10/2024;55.04
user381@shop.com;27/10/2024;11.02
user229@shop.com;02/12/2024;56.88
;09/12/2024;26.94
user210@shop.com;21/12/2024;140.53
user259@shop.com;25/01/2025;29.69
user313@shop.com;11/05/2025;9.8
;07/08/2025;117.68
User245@Shop.com;25/08/2025;35.63
user228@shop.com;12/01/2024;62.25
User274@Shop.com;13/02/2024;31.76
user301@shop.com;02/03/2024;41.91
user305@shop.com;04/06/2024;44.1
User236@Shop.com;29/06/2024;26.91
user29@shop.com;13/07/2024;29.51
User321@Shop.com;31/07/2024;37.97
User387@Shop.com;03/08/2024;20.89
User220@Shop.com;16/08/2024;94.34
user176@shop.com;23/10/2024;31.3
User80@Shop.com;01/12/2024;30.97
User184@Shop.com;11/12/2024;42.24
User233@Shop.com;28/05/2025;63.19
user310@shop.com;15/06/2025;112.41
user196@shop.com;29/06/2025;52.37
User73@Shop.com;30/08/2025;8.5
user67@shop.com;08/10/2025;27.68
user214@shop.com;12/10/2025;44.59
user248@shop.com;11/12/2025;40.85
User353@Shop.com;12/12/2025;47.53
user326@shop.com;17/12/2025;8.39
User232@Shop.com;14/01/2024;38.79
User54@Shop.com;18/01/2024;17.87
user330@shop.com;13/03/2024;76.45
User218@Shop.com;28/03/2024;22.55
User337@Shop.com;18/04/2024;33.49
User293@Shop.com;16/10/2024;51.12
User127@Shop.com;19/10/2024;53.81
user161@shop.com;23/10/2024;84.66
user165@shop.com;06/01/2025;51.14
User108@Shop.com;11/01/2025;66.46
user308@shop.com;05/04/2025;36.27
user149@shop.com;05/05/2025;36.52
;05/05/2025;45.85
User217@Shop.com;18/05/2025;27.84
User164@Shop.com;02/06/2025;83.42
User274@Shop.com;16/10/2025;36.29
user70@shop.com;30/03/2024;53.38
User224@Shop.com;29/10/2024;18.97
user59@shop.com;06/01/2025;130.96
user43@shop.com;19/02/2025;-11.62
User332@Shop.com;21/02/2025;11.6
User327@Shop.com;14/06/2025;27.76
User270@Shop.com;26/08/2025;73.02
user369@shop.com;20/10/2025;-52.24
user242@shop.com;07/12/2025;6.73
User41@Shop.com;12/12/2025;105.76
User154@Shop.com;30/01/2024;53.1
user100@shop.com;15/02/2024;95.59
User288@Shop.com;28/02/2024;133.13
user70@shop.com;06/04/2024;86.07
user241@shop.com;14/05/2024;22.41
