order_id;order_date;customer_email;country;channel;sku;product;qty;unit_price_dkk;discount;line_total_dkk;status
10799;02-02-2025;clara.petersen75@hotmail.com;DK;web;BAG-302;Trek pack 60L;2;1499;0.15;2548.3;completed
10809;02-02-2025;ida.hansen96@hotmail.com;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11554;02-02-2025;emil.andersen65@mail.dk;NO;app;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
11554;02-02-2025;emil.andersen65@mail.dk;NO;app;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
11981;02-02-2025;sofie.rasmussen25@gmail.com;DE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
11981;02-02-2025;sofie.rasmussen25@gmail.com;DE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12504;02-02-2025;magnus.madsen25@gmail.com;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12872;02-02-2025;laura.nielsen46@gmail.com;NO;web;JKT-101;Shell jacket;2;1299;0.15;2208.3;completed
11095;03-02-2025;magnus.madsen56@yahoo.dk;SE;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
11095;03-02-2025;magnus.madsen56@yahoo.dk;SE;web;BOT-201;Hiking boots;2;1099;0.1;1978.2;completed
11095;03-02-2025;Magnus.Madsen56@Yahoo.Dk;SE;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
10313;04-02-2025;jonas.madsen55@outlook.dk;DK;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
10313;04-02-2025;jonas.madsen55@outlook.dk;DK;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
10313;04-02-2025;jonas.madsen55@outlook.dk;DK;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
10313;04-02-2025;jonas.madsen55@outlook.dk;DK;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
11818;04-02-2025;laura.madsen21@outlook.dk;DK;store;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
12536;04-02-2025;mette.larsen89@yahoo.dk;DK;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10545;05-02-2025;oliver.christensen79@hotmail.com;SE;store;ACC-402;Beanie;1;199;0.0;199.0;completed
10545;05-02-2025;oliver.christensen79@hotmail.com;SE;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11286;05-02-2025;emil.petersen44@outlook.dk;NO;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
11348;05-02-2025;laura.rasmussen52@outlook.dk;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12629;05-02-2025;oliver.rasmussen70@yahoo.dk;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
12927;05-02-2025;Ida.Rasmussen6@Yahoo.Dk;DK;app;ACC-401;Merino socks;1;129;0.15;109.65;completed
10048;06-02-2025;noah.christensen91@yahoo.dk;NO;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10765;06-02-2025;oliver.larsen75@hotmail.com;DK;app;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
10765;06-02-2025;oliver.larsen75@hotmail.com;DK;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
10871;06-02-2025;sofie.hansen20@mail.dk;SE;web;ACC-401;Merino socks;1;129;0.15;109.65;completed
10871;06-02-2025;Sofie.Hansen20@Mail.Dk;SE;web;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
11401;06-02-2025;Emil.Hansen28@Hotmail.Com;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11401;06-02-2025;emil.hansen28@hotmail.com;NO;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
11401;06-02-2025;Emil.Hansen28@Hotmail.Com;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
12167;06-02-2025;laura.hansen76@outlook.dk;DK;web;JKT-102;Down jacket;1;1899;0.1;1709.1;completed
10500;07-02-2025;anna.andersen23@mail.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10500;07-02-2025;anna.andersen23@mail.dk;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
11433;07-02-2025;oliver.andersen42@yahoo.dk;NO;app;ACC-403;Headlamp;-2;349;0.0;-698.0;refunded
12819;07-02-2025;magnus.larsen7@mail.dk;SE;web;ACC-401;Merino socks;1;129;0.15;109.65;completed
12819;07-02-2025;magnus.larsen7@mail.dk;SE;web;BAG-301;Daypack 25L;2;549;0.15;933.3;completed
12819;07-02-2025;magnus.larsen7@mail.dk;SE;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
12819;07-02-2025;magnus.larsen7@mail.dk;SE;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
10430;08-02-2025;jonas.nielsen37@yahoo.dk;DK;app;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
12110;08-02-2025;mikkel.christensen64@gmail.com;SE;web;BOT-201;Hiking boots;2;1099;0.15;1868.3;completed
12110;08-02-2025;Mikkel.Christensen64@Gmail.Com;SE;web;JKT-102;Down jacket;1;1899;0.15;1614.15;completed
12421;08-02-2025;mikkel.petersen19@gmail.com;NO;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12421;08-02-2025;mikkel.petersen19@gmail.com;NO;web;ACC-402;Beanie;2;199;0.0;398.0;completed
12421;08-02-2025;mikkel.petersen19@gmail.com;NO;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12421;08-02-2025;mikkel.petersen19@gmail.com;NO;web;ACC-402;Beanie;2;199;0.0;398.0;completed
12820;09-02-2025;magnus.larsen7@mail.dk;SE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12820;09-02-2025;magnus.larsen7@mail.dk;SE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10604;10-02-2025;ida.andersen24@hotmail.com;DK;web;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
10668;10-02-2025;Sara.Jensen40@Yahoo.Dk;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11068;10-02-2025;Emil.Larsen52@Hotmail.Com;DE;store;ACC-401;Merino socks;2;129;0.1;232.2;completed
10193;11-02-2025;laura.jensen2@mail.dk;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10297;11-02-2025;freja.nielsen97@outlook.dk;DE;app;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
10297;11-02-2025;Freja.Nielsen97@Outlook.Dk;DE;app;ACC-402;Beanie;1;199;0.0;199.0;completed
11580;11-02-2025;freja.petersen43@gmail.com;DK;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
11580;11-02-2025;freja.petersen43@gmail.com;DK;web;ACC-402;Beanie;1;199;0.15;169.15;completed
12373;11-02-2025;Sara.Hansen83@Outlook.Dk;DK;web;BOT-201;Hiking boots;1;1099;0.1;989.1;completed
12373;11-02-2025;Sara.Hansen83@Outlook.Dk;DK;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
12373;11-02-2025;Sara.Hansen83@Outlook.Dk;DK;web;BOT-201;Hiking boots;1;1099;0.1;989.1;completed
12565;11-02-2025;jonas.andersen42@hotmail.com;DE;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
12723;11-02-2025;Mette.Pedersen46@Yahoo.Dk;DK;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
12723;11-02-2025;Mette.Pedersen46@Yahoo.Dk;DK;app;ACC-403;Headlamp;1;349;0.0;349.0;completed
10596;12-02-2025;anna.madsen17@outlook.dk;DK;web;ACC-402;Beanie;2;199;0.15;338.3;completed
10596;12-02-2025;anna.madsen17@outlook.dk;DK;web;BOT-201;Hiking boots;2;1099;0.15;1868.3;completed
10596;12-02-2025;anna.madsen17@outlook.dk;DK;web;SLP-601;Sleeping bag;2;899;0.15;1528.3;completed
10596;12-02-2025;anna.madsen17@outlook.dk;DK;web;ACC-402;Beanie;2;199;0.15;338.3;completed
11555;12-02-2025;emil.andersen65@mail.dk;NO;app;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
11644;12-02-2025;Laura.Nielsen55@Outlook.Dk;DE;app;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
12150;12-02-2025;sara.larsen41@gmail.com;SE;web;BOT-201;Hiking boots;2;1099;0.1;1978.2;completed
10059;13-02-2025;lars.nielsen76@yahoo.dk;DK;web;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
10059;13-02-2025;lars.nielsen76@yahoo.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10059;13-02-2025;Lars.Nielsen76@Yahoo.Dk;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
10788;13-02-2025;clara.madsen48@hotmail.com;DK;store;ACC-401;Merino socks;1;129;0.15;109.65;completed
11951;13-02-2025;ida.jensen21@mail.dk;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
11951;13-02-2025;ida.jensen21@mail.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12161;13-02-2025;oliver.rasmussen8@gmail.com;DK;app;ACC-402;Beanie;1;199;0.0;199.0;completed
12161;13-02-2025;oliver.rasmussen8@gmail.com;DK;app;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
12252;13-02-2025;;DE;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12252;13-02-2025;;DE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
11521;14-02-2025;oliver.madsen57@gmail.com;NO;web;BOT-201;Hiking boots;2;1099;0.0;2198.0;completed
11521;14-02-2025;oliver.madsen57@gmail.com;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11521;14-02-2025;oliver.madsen57@gmail.com;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11667;14-02-2025;clara.larsen32@outlook.dk;NO;store;ACC-402;Beanie;1;199;0.0;199.0;completed
11962;14-02-2025;freja.pedersen11@outlook.dk;SE;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11962;14-02-2025;freja.pedersen11@outlook.dk;SE;store;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
11962;14-02-2025;freja.pedersen11@outlook.dk;SE;store;TNT-501;2p tent;1;2499;0.0;2499.0;completed
12169;14-02-2025;mikkel.hansen95@hotmail.com;DK;web;ACC-401;Merino socks;2;129;0.15;219.3;completed
12821;14-02-2025;magnus.larsen7@mail.dk;SE;web;ACC-403;Headlamp;2;349;0.0;698.0;completed
12860;14-02-2025;mikkel.christensen54@outlook.dk;DK;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
13011;14-02-2025;ida.larsen83@hotmail.com;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
13011;14-02-2025;ida.larsen83@hotmail.com;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10027;16-02-2025;anna.rasmussen69@hotmail.com;SE;web;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
11702;16-02-2025;lars.petersen51@mail.dk;DK;web;BAG-302;Trek pack 60L;1;1499;0.15;1274.15;completed
11702;16-02-2025;lars.petersen51@mail.dk;DK;web;TNT-501;2p tent;1;2499;0.15;2124.15;completed
12000;16-02-2025;magnus.hansen97@outlook.dk;SE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12089;16-02-2025;Mikkel.Rasmussen27@Gmail.Com;DK;store;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
12667;16-02-2025;laura.madsen65@hotmail.com;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12667;16-02-2025;laura.madsen65@hotmail.com;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
12978;16-02-2025;Clara.Petersen73@Outlook.Dk;DE;web;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
12978;16-02-2025;Clara.Petersen73@Outlook.Dk;DE;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
10028;17-02-2025;anna.rasmussen69@hotmail.com;SE;web;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
10245;17-02-2025;anna.andersen98@outlook.dk;SE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10245;17-02-2025;anna.andersen98@outlook.dk;SE;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
10501;17-02-2025;anna.andersen23@mail.dk;DK;web;ACC-401;Merino socks;2;129;0.1;232.2;completed
10501;17-02-2025;Anna.Andersen23@Mail.Dk;DK;web;ACC-402;Beanie;1;199;0.1;179.1;completed
10501;17-02-2025;anna.andersen23@mail.dk;DK;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
11775;17-02-2025;Magnus.Andersen22@Gmail.Com;DK;app;ACC-401;Merino socks;2;129;0.1;232.2;completed
11775;17-02-2025;magnus.andersen22@gmail.com;DK;app;ACC-403;Headlamp;1;349;0.1;314.1;completed
10029;18-02-2025;anna.rasmussen69@hotmail.com;SE;web;ACC-402;Beanie;2;199;0.0;398.0;completed
10029;18-02-2025;Anna.Rasmussen69@Hotmail.Com;SE;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11765;18-02-2025;magnus.nielsen82@outlook.dk;SE;app;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
12111;18-02-2025;mikkel.christensen64@gmail.com;SE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
12346;18-02-2025;laura.madsen77@outlook.dk;DK;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
12346;18-02-2025;laura.madsen77@outlook.dk;DK;web;ACC-401;Merino socks;2;129;0.15;219.3;completed
12475;18-02-2025;Jonas.Pedersen13@Outlook.Dk;SE;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
12475;18-02-2025;Jonas.Pedersen13@Outlook.Dk;SE;web;ACC-402;Beanie;1;199;0.1;179.1;completed
12475;18-02-2025;jonas.pedersen13@outlook.dk;SE;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
12980;18-02-2025;;DE;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
10626;20-02-2025;sara.petersen93@gmail.com;NO;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10626;20-02-2025;sara.petersen93@gmail.com;NO;store;ACC-402;Beanie;1;199;0.0;199.0;completed
10878;20-02-2025;Magnus.Nielsen94@Yahoo.Dk;NO;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
11213;20-02-2025;jonas.jensen97@gmail.com;DK;web;ACC-403;Headlamp;2;349;0.15;593.3;completed
12166;20-02-2025;emil.hansen11@yahoo.dk;DK;app;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12166;20-02-2025;Emil.Hansen11@Yahoo.Dk;DK;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12231;20-02-2025;laura.rasmussen80@mail.dk;NO;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
12231;20-02-2025;laura.rasmussen80@mail.dk;NO;web;ACC-402;Beanie;2;199;0.0;398.0;completed
12231;20-02-2025;laura.rasmussen80@mail.dk;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
12413;20-02-2025;oliver.madsen35@yahoo.dk;SE;store;ACC-403;Headlamp;2;349;0.0;698.0;completed
12413;20-02-2025;oliver.madsen35@yahoo.dk;SE;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10381;21-02-2025;noah.rasmussen39@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10693;21-02-2025;oliver.petersen13@gmail.com;DK;app;ACC-402;Beanie;1;199;0.1;179.1;completed
10693;21-02-2025;oliver.petersen13@gmail.com;DK;app;JKT-102;Down jacket;2;1899;0.1;3418.2;completed
10980;21-02-2025;sara.hansen54@outlook.dk;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
11352;21-02-2025;ida.andersen96@mail.dk;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12643;21-02-2025;mikkel.larsen73@gmail.com;NO;store;ACC-403;Headlamp;2;349;0.15;593.3;completed
12937;21-02-2025;sara.nielsen38@mail.dk;NO;web;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
12937;21-02-2025;sara.nielsen38@mail.dk;NO;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
10546;22-02-2025;oliver.christensen79@hotmail.com;SE;store;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
10546;22-02-2025;oliver.christensen79@hotmail.com;SE;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10722;22-02-2025;;NO;web;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
10722;22-02-2025;;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10722;22-02-2025;;NO;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
12479;22-02-2025;lars.larsen86@hotmail.com;DK;app;ACC-403;Headlamp;1;349;0.1;314.1;completed
12479;22-02-2025;lars.larsen86@hotmail.com;DK;app;ACC-402;Beanie;2;199;0.1;358.2;completed
12566;22-02-2025;jonas.andersen42@hotmail.com;DE;web;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
12566;22-02-2025;jonas.andersen42@hotmail.com;DE;web;JKT-102;Down jacket;1;1899;0.15;1614.15;completed
12566;22-02-2025;Jonas.Andersen42@Hotmail.Com;DE;web;SLP-601;Sleeping bag;1;899;0.15;764.15;completed
10281;23-02-2025;Laura.Rasmussen73@Outlook.Dk;DK;web;JKT-101;Shell jacket;2;1299;0.1;2338.2;completed
10348;23-02-2025;ida.larsen52@gmail.com;DE;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
10348;23-02-2025;ida.larsen52@gmail.com;DE;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
10509;23-02-2025;magnus.jensen28@gmail.com;NO;web;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
10763;23-02-2025;ida.nielsen45@hotmail.com;DK;web;BOT-201;Hiking boots;1;1099;0.1;989.1;completed
10825;23-02-2025;clara.madsen1@yahoo.dk;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11431;23-02-2025;Ida.Christensen11@Outlook.Dk;SE;app;ACC-402;Beanie;2;199;0.0;398.0;completed
11431;23-02-2025;ida.christensen11@outlook.dk;SE;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
11781;23-02-2025;magnus.petersen50@gmail.com;DK;web;BAG-302;Trek pack 60L;2;1499;0.0;2998.0;completed
12265;23-02-2025;mikkel.larsen51@yahoo.dk;DE;store;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10194;24-02-2025;laura.jensen2@mail.dk;DE;web;ACC-402;Beanie;2;199;0.0;398.0;completed
10194;24-02-2025;laura.jensen2@mail.dk;DE;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
10233;24-02-2025;ida.petersen70@mail.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10276;24-02-2025;mette.petersen73@yahoo.dk;NO;web;BAG-302;Trek pack 60L;1;1499;0.15;1274.15;completed
11043;24-02-2025;Jonas.Rasmussen10@Outlook.Dk;DK;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
11043;24-02-2025;jonas.rasmussen10@outlook.dk;DK;web;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
11043;24-02-2025;jonas.rasmussen10@outlook.dk;DK;web;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
11274;24-02-2025;magnus.jensen39@yahoo.dk;DE;web;BOT-201;Hiking boots;2;1099;0.0;2198.0;completed
11274;24-02-2025;magnus.jensen39@yahoo.dk;DE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
11545;24-02-2025;Mette.Pedersen65@Hotmail.Com;NO;store;TNT-501;2p tent;2;2499;0.0;4998.0;completed
12232;24-02-2025;Laura.Rasmussen80@Mail.Dk;NO;web;ACC-401;Merino socks;2;129;0.15;219.3;completed
10106;25-02-2025;;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
10172;25-02-2025;noah.petersen81@yahoo.dk;SE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10773;25-02-2025;mette.jensen21@gmail.com;DE;web;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
10897;25-02-2025;jonas.christensen57@gmail.com;DK;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
10897;25-02-2025;jonas.christensen57@gmail.com;DK;app;ACC-403;Headlamp;1;349;0.0;349.0;completed
11025;25-02-2025;noah.petersen69@yahoo.dk;NO;app;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
11340;25-02-2025;ida.petersen89@outlook.dk;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11340;25-02-2025;ida.petersen89@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11139;26-02-2025;Mikkel.Rasmussen59@Outlook.Dk;SE;web;TNT-501;2p tent;1;2499;0.1;2249.1;completed
11139;26-02-2025;mikkel.rasmussen59@outlook.dk;SE;web;JKT-102;Down jacket;1;1899;0.1;1709.1;completed
11248;26-02-2025;Lars.Andersen46@Hotmail.Com;DE;web;ACC-402;Beanie;2;199;0.1;358.2;completed
11248;26-02-2025;lars.andersen46@hotmail.com;DE;web;BAG-301;Daypack 25L;2;549;0.1;988.2;completed
12410;26-02-2025;Lars.Petersen49@Outlook.Dk;DK;store;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
12737;26-02-2025;clara.larsen7@outlook.dk;DK;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
12737;26-02-2025;clara.larsen7@outlook.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10479;27-02-2025;sara.pedersen87@mail.dk;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
10479;27-02-2025;sara.pedersen87@mail.dk;DK;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
11221;27-02-2025;sara.christensen46@gmail.com;SE;web;JKT-102;Down jacket;2;1899;0.15;3228.3;completed
11221;27-02-2025;sara.christensen46@gmail.com;SE;web;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
11221;27-02-2025;sara.christensen46@gmail.com;SE;web;SLP-601;Sleeping bag;1;899;0.15;764.15;completed
12524;27-02-2025;;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
12524;27-02-2025;;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12779;27-02-2025;noah.larsen16@gmail.com;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10357;28-02-2025;ida.larsen39@outlook.dk;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
10357;28-02-2025;ida.larsen39@outlook.dk;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
12233;28-02-2025;Laura.Rasmussen80@Mail.Dk;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10762;01-03-2025;Jonas.Andersen68@Outlook.Dk;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10762;01-03-2025;Jonas.Andersen68@Outlook.Dk;NO;web;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
11943;01-03-2025;Anna.Madsen59@Hotmail.Com;NO;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
11943;01-03-2025;anna.madsen59@hotmail.com;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
12417;01-03-2025;sara.christensen81@gmail.com;NO;web;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
13076;01-03-2025;magnus.rasmussen48@gmail.com;DK;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
13076;01-03-2025;magnus.rasmussen48@gmail.com;DK;web;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
13076;01-03-2025;magnus.rasmussen48@gmail.com;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10911;02-03-2025;emil.larsen74@hotmail.com;DK;web;ACC-402;Beanie;2;199;0.1;358.2;completed
11313;02-03-2025;Mette.Christensen80@Outlook.Dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
11313;02-03-2025;Mette.Christensen80@Outlook.Dk;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11480;02-03-2025;Anna.Pedersen27@Mail.Dk;SE;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
11682;02-03-2025;mikkel.petersen23@mail.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12822;02-03-2025;magnus.larsen7@mail.dk;SE;web;ACC-402;Beanie;1;199;0.1;179.1;completed
12822;02-03-2025;magnus.larsen7@mail.dk;SE;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
12822;02-03-2025;Magnus.Larsen7@Mail.Dk;SE;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
13062;02-03-2025;clara.petersen53@gmail.com;DK;store;JKT-102;Down jacket;1;1899;0.1;1709.1;completed
10107;03-03-2025;sofie.madsen52@hotmail.com;DK;web;ACC-402;Beanie;2;199;0.0;398.0;completed
10107;03-03-2025;sofie.madsen52@hotmail.com;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
10107;03-03-2025;sofie.madsen52@hotmail.com;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10685;03-03-2025;magnus.larsen79@gmail.com;DK;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
10685;03-03-2025;magnus.larsen79@gmail.com;DK;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
12348;03-03-2025;mette.petersen76@hotmail.com;NO;app;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12760;03-03-2025;freja.larsen96@yahoo.dk;DE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
10030;04-03-2025;anna.rasmussen69@hotmail.com;SE;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10030;04-03-2025;Anna.Rasmussen69@Hotmail.Com;SE;web;TNT-501;2p tent;2;2499;0.0;4998.0;completed
10030;04-03-2025;anna.rasmussen69@hotmail.com;SE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12128;04-03-2025;jonas.christensen48@hotmail.com;SE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
12128;04-03-2025;jonas.christensen48@hotmail.com;SE;web;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
12128;04-03-2025;Jonas.Christensen48@Hotmail.Com;SE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12860;04-03-2025;mikkel.christensen54@outlook.dk;DK;web;ACC-403;Headlamp;-1;349;0.1;-314.1;refunded
10343;05-03-2025;jonas.christensen67@outlook.dk;DK;store;ACC-402;Beanie;1;199;0.1;179.1;completed
10343;05-03-2025;Jonas.Christensen67@Outlook.Dk;DK;store;ACC-401;Merino socks;1;129;0.1;116.1;completed
10454;05-03-2025;noah.christensen77@gmail.com;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10454;05-03-2025;noah.christensen77@gmail.com;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10752;05-03-2025;noah.rasmussen14@hotmail.com;DK;app;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
10752;05-03-2025;noah.rasmussen14@hotmail.com;DK;app;BAG-301;Daypack 25L;2;549;0.1;988.2;completed
10755;05-03-2025;Anna.Jensen35@Mail.Dk;DK;web;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
11175;05-03-2025;sofie.pedersen61@hotmail.com;SE;web;ACC-402;Beanie;2;199;0.0;398.0;completed
11275;05-03-2025;magnus.jensen39@yahoo.dk;DE;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
11275;05-03-2025;magnus.jensen39@yahoo.dk;DE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11450;05-03-2025;freja.madsen9@mail.dk;DE;store;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
